"","Tree","Repetition","Sample","pvalue_ecology","pvalue_alternative","pvalue_clade","variance_trait","median_Ecology1","median_Ecology2","median_Alternative1","median_Alternative2","median_CladeA","median_OtherClades","predictor_variable"
"115","Grafentree","1","ecologyloss",NA,"0.001","0.001","5.40847775602111",NA,"3.03653678851595","-1.25433008570895","3.24511047175755","3.38101016421664","-1.48373537073611","simmapattemptCladeA"
"116","Grafentree","1","horizontal10","0.001","0.001","0.001","5.40847775602111","3.21926107009942","3.04066243223249","-1.11211473529006","3.240666005263","3.28242695301835","-1.46021506746145","simmapattemptCladeA"
"117","Grafentree","1","horizontal10clade","0.001","0.001","0.001","5.40847775602111","3.22074315080368","3.01842131557456","0.891921413992644","3.26144272040636","3.29438304851834","-1.48536473504389","simmapattemptCladeA"
"118","Grafentree","1","horizontal10ecology","0.004","0.001","0.001","5.40847775602111","3.22074315080368","3.04909352994501","2.96654425672118","3.27143389943578","3.2993274596","-1.46368446327371","simmapattemptCladeA"
"119","Grafentree","1","horizontalnodes","0.001","0.001","0.001","5.40847775602111","3.22074315080368","3.01842131557456","0.891921413992644","3.26144272040636","3.29438304851834","-1.47048411987233","simmapattemptCladeA"
"120","Grafentree","1","horizontalnodesecology","0.001","0.001","0.001","5.40847775602111","3.22074315080368","3.00300301669247","0.263294599746157","3.26144272040636","3.29438304851834","-1.47048411987233","simmapattemptCladeA"
"121","Grafentree","1","horizontalneighbor","0.004","0.001","0.001","5.40847775602111","3.20906637772986","3.04909352994501","2.94897897982412","3.25231032819105","3.27709548284732","-1.44426395659948","simmapattemptCladeA"
"122","Grafentree","2","full","0.001","0.001","0.001","6.80605492183229","3.29230084306186","3.14187560198652","0.452650043589847","3.23451620358282","3.33234583493166","-2.10773734981321","simmapattemptCladeA"
"123","Grafentree","2","quarterloss","0.242","0.001","0.001","6.80605492183229","3.30084358165335","3.15341289480506","3.12207193283546","3.22143320152084","3.34457317054144","-2.00507078718449","simmapattemptCladeA"
"124","Grafentree","2","halfloss","0.02","0.001","0.001","6.80605492183229","3.24347535980581","3.12924436980098","2.66370768862653","3.211254199517","3.31608606008895","-2.07493339275084","simmapattemptCladeA"
"125","Grafentree","2","positiveloss","0.001","0.001","0.001","6.80605492183229","3.24852322043399","-1.71858963117631","-1.80677218775419","3.20959965482082","3.32707137326239","-2.10773734981321","simmapattemptCladeA"
"126","Grafentree","2","ecologyloss",NA,"0.001","0.001","6.80605492183229",NA,"3.17244118738198","-1.92833434923955","3.28101785673298","3.40731268338244","-2.14812551622786","simmapattemptCladeA"
"127","Grafentree","2","horizontal10","0.001","0.001","0.001","6.80605492183229","3.2599506949039","3.14522536858286","2.66370768862653","3.22961321978805","3.32316340501383","-2.08704503322655","simmapattemptCladeA"
"128","Grafentree","2","horizontal10clade","0.001","0.001","0.001","6.80605492183229","3.29230084306186","3.14187560198652","0.436904059640975","3.23451620358282","3.33234583493166","-2.11370290285139","simmapattemptCladeA"
"129","Grafentree","2","horizontal10ecology","0.001","0.001","0.001","6.80605492183229","3.29230084306186","3.14606378506916","2.63927631468673","3.24518438603582","3.32201269148422","-2.07111120367458","simmapattemptCladeA"
"130","Grafentree","2","horizontalnodes","0.001","0.001","0.001","6.80605492183229","3.24347535980581","3.14187560198652","-1.76430018806703","3.22314457791726","3.32201269148422","-2.10773734981321","simmapattemptCladeA"
"131","Grafentree","2","horizontalnodesecology","0.001","0.001","0.001","6.80605492183229","3.29230084306186","3.13504466143186","-1.74383940667601","3.23451620358282","3.33234583493166","-2.10773734981321","simmapattemptCladeA"
"132","Grafentree","2","horizontalneighbor","0.001","0.001","0.001","6.80605492183229","3.29302536298848","3.14187560198652","2.66370768862653","3.23628637408846","3.32201269148422","-2.09154511983882","simmapattemptCladeA"
